property_address,status
1841 SCOTT ST,"Work Complete, CFC Issued"
1814 BUSH ST,"Work Complete, CFC Issued"
2713 22ND ST,Non-Compliant
1065 DOLORES ST,"Work Complete, CFC Issued"
838 ANZA ST,"Work Complete, CFC Issued"
239 25TH AV,"Work Complete, CFC Issued"
114 JASPER PL,Non-Compliant
435 HAYES ST,"Permit Submitted, CFC Required by 9/15/20"
245 CENTRAL AV,"Work Complete, CFC Issued"
1221 GREENWICH ST,"Work Complete, CFC Issued"
201 STEINER ST,"Work Complete, CFC Issued"
2124 HYDE ST,"Work Complete, CFC Issued"
1301 18TH ST,"Work Complete, CFC Issued"
483 07TH AV,"Work Complete, CFC Issued"
2840 SAN BRUNO AV,"Permit Submitted, CFC Required by 9/15/20"
182 CARL ST,"Work Complete, CFC Issued"
1286 GUERRERO ST,"Work Complete, CFC Issued"
2707 SACRAMENTO ST,"Work Complete, CFC Issued"
3491 19TH ST,"Permit Submitted, CFC Required by 9/15/20"
711 GUERRERO ST,"Work Complete, CFC Issued"
1010 HYDE ST,"Permit Submitted, CFC Required by 9/15/20"
5431 CALIFORNIA ST,"Work Complete, CFC Issued"
540 FILBERT ST,Non-Compliant
1916 PINE ST,"Work Complete, CFC Issued"
2450 FULTON ST,"Work Complete, CFC Issued"
361 14TH ST,Non-Compliant
667 33RD AV,Non-Compliant
2566 WASHINGTON ST,Non-Compliant
2440 VAN NESS AV,"Work Complete, CFC Issued"
48 LAFAYETTE ST,Non-Compliant
156 SANCHEZ ST,"Work Complete, CFC Issued"
1449 WASHINGTON ST,"Work Complete, CFC Issued"
57 ASHBURY ST,"Work Complete, CFC Issued"
34 STEINER ST,Non-Compliant
325 FRANKLIN ST,"Work Complete, CFC Issued"
25 STATES ST,Non-Compliant
1400 PACIFIC AV,"Permit Submitted, CFC Required by 9/15/20"
1750 PACIFIC AV,"Work Complete, CFC Issued"
1966 CALIFORNIA ST,"Work Complete, CFC Issued"
222 WEBSTER ST,"Work Complete, CFC Issued"
1558 HOWARD ST,"Work Complete, CFC Issued"
24 LANGTON ST,"Work Complete, CFC Issued"
1229 ANZA ST,"Work Complete, CFC Issued"
380 PAGE ST,"Work Complete, CFC Issued"
3140 CLAY ST,"Work Complete, CFC Issued"
2524 LOMBARD ST,"Permit Submitted, CFC Required by 9/15/20"
441 WALNUT ST,"Work Complete, CFC Issued"
30 CORWIN ST,Non-Compliant
655 STOCKTON ST,"Work Complete, CFC Issued"
829 BRODERICK ST,"Work Complete, CFC Issued"
1000 CORTLAND AV,"Work Complete, CFC Issued"
520 BUCHANAN ST,"Work Complete, CFC Issued"
3326 LAGUNA ST,"Permit Submitted, CFC Required by 9/15/20"
1 LILAC ST,Non-Compliant
279 20TH AV,Non-Compliant
280 EUCLID AV,"Work Complete, CFC Issued"
1342 JONES ST,Non-Compliant
120 JOICE ST,"Work Complete, CFC Issued"
880 OAK ST,"Work Complete, CFC Issued"
12 OAKWOOD ST,"Work Complete, CFC Issued"
1511 GOLDEN GATE AV,Non-Compliant
325 GREEN ST,"Work Complete, CFC Issued"
2747 POLK ST,"Work Complete, CFC Issued"
172 PALM AV,"Work Complete, CFC Issued"
1875 OAK ST,"Work Complete, CFC Issued"
3478 18TH ST,"Work Complete, CFC Issued"
650 LAKE ST,"Work Complete, CFC Issued"
801 CORBETT AV,"Work Complete, CFC Issued"
2190 BAY ST,"Work Complete, CFC Issued"
1367 RHODE ISLAND ST,"Work Complete, CFC Issued"
1135 BAY ST,"Work Complete, CFC Issued"
3219 23RD ST,Non-Compliant
1360 HYDE ST,"Permit Submitted, CFC Required by 9/15/20"
1840 LARKIN ST,"Work Complete, CFC Issued"
1729 POLK ST,"Work Complete, CFC Issued"
1874 MARKET ST,"Permit Submitted, CFC Required by 9/15/20"
40 CERVANTES BL,"Work Complete, CFC Issued"
350 FRANCISCO ST,"Work Complete, CFC Issued"
1311 48TH AV,"Work Complete, CFC Issued"
331 WILLARD ST,"Work Complete, CFC Issued"
1431 WILLARD ST,"Work Complete, CFC Issued"
1401 OCEAN AV,"Work Complete, CFC Issued"
474 20TH AV,"Work Complete, CFC Issued"
50 JOICE ST,"Work Complete, CFC Issued"
4601 25TH ST,"Work Complete, CFC Issued"
544 GUERRERO ST,"Work Complete, CFC Issued"
100 PIERCE ST,"Work Complete, CFC Issued"
4021 24TH ST,"Permit Submitted, CFC Required by 9/15/20"
506 ASHBURY ST,"Work Complete, CFC Issued"
3967 SACRAMENTO ST,"Work Complete, CFC Issued"
137 CLIFFORD TR,"Work Complete, CFC Issued"
775 CORBETT AV,"Work Complete, CFC Issued"
65 TURNER TR,"Permit Submitted, CFC Required by 9/15/20"
2275 19TH AV,"Work Complete, CFC Issued"
835 BROADWAY,"Permit Submitted, CFC Required by 9/15/20"
455 07TH AV,"Work Complete, No CFC Issued yet"
3001 PINE ST,Non-Compliant
1295 15TH AV,"Work Complete, CFC Issued"
3983 17TH ST,"Work Complete, CFC Issued"
1150 PIERCE ST,Non-Compliant
226 PARNASSUS AV,Non-Compliant
1701 BALBOA ST,"Work Complete, CFC Issued"
119 BROAD ST,"Work Complete, CFC Issued"
5450 CALIFORNIA ST,"Work Complete, CFC Issued"
30 RAMONA AV,"Permit Submitted, CFC Required by 9/15/20"
110 FREDERICK ST,Non-Compliant
1400 39TH AV,Non-Compliant
32 LUNDYS LN,"Work Complete, CFC Issued"
1801 BEACH ST,"Work Complete, CFC Issued"
2750 SUTTER ST,Non-Compliant
1701 BUSH ST,"Work Complete, CFC Issued"
696 GUERRERO ST,"Work Complete, CFC Issued"
709 CLAYTON ST,"Work Complete, CFC Issued"
1200 PINE ST,"Work Complete, CFC Issued"
568 SHOTWELL ST,Non-Compliant
925 GUERRERO ST,"Work Complete, CFC Issued"
3005 CLAY ST,"Work Complete, CFC Issued"
2201 CALIFORNIA ST,Non-Compliant
2355 FRANCISCO ST,"Work Complete, CFC Issued"
1800 20TH AV,"Work Complete, No CFC Issued yet"
1610 LEAVENWORTH ST,"Work Complete, CFC Issued"
1900 JACKSON ST,"Work Complete, No CFC Issued yet"
1725 KEARNY ST,"Work Complete, CFC Issued"
2525 LOMBARD ST,Non-Compliant
1455 CLAY ST,"Work Complete, CFC Issued"
1300 STOCKTON ST,"Permit Submitted, CFC Required by 9/15/20"
3122 SACRAMENTO ST,Non-Compliant
1420 CLAYTON ST,"Work Complete, CFC Issued"
38 PEARL ST,"Work Complete, CFC Issued"
1880 PAGE ST,"Work Complete, CFC Issued"
1289 02ND AV,"Work Complete, CFC Issued"
15 GUERRERO ST,"Work Complete, CFC Issued"
1315 TAYLOR ST,"Work Complete, CFC Issued"
147 DAY ST,"Work Complete, CFC Issued"
150 LANDERS ST,"Work Complete, CFC Issued"
812 BAY ST,"Work Complete, CFC Issued"
800 DUBOCE AV,"Work Complete, CFC Issued"
640 28TH AV,"Work Complete, CFC Issued"
2715 CABRILLO ST,"Work Complete, CFC Issued"
2400 VAN NESS AV,"Work Complete, CFC Issued"
2637 MISSION ST,"Work Complete, CFC Issued"
3715 17TH ST,"Work Complete, CFC Issued"
2552 GOUGH ST,"Work Complete, CFC Issued"
333 09TH AV,"Work Complete, CFC Issued"
260 26TH AV,"Work Complete, CFC Issued"
2026 MISSION ST,"Work Complete, CFC Issued"
2990 TURK ST,Non-Compliant
3155 OCTAVIA ST,"Work Complete, CFC Issued"
1880 CALIFORNIA ST,"Work Complete, CFC Issued"
712 TENNESSEE ST,Non-Compliant
129 FAIR OAKS ST,"Work Complete, CFC Issued"
2595 CLAY ST,"Work Complete, CFC Issued"
3962 CESAR CHAVEZ ST,"Work Complete, CFC Issued"
67 FRESNO ST,"Work Complete, CFC Issued"
3344 FILLMORE ST,"Work Complete, CFC Issued"
88 CRESTLINE DR,"Work Complete, CFC Issued"
1111 PINE ST,Non-Compliant
505 GRAND VIEW AV,Non-Compliant
960 PINE ST,"Work Complete, CFC Issued"
1379 10TH AV,"Work Complete, CFC Issued"
1399 30TH AV,"Work Complete, CFC Issued"
3659 20TH ST,Non-Compliant
200 ROSE ST,Non-Compliant
2315 BUSH ST,"Work Complete, CFC Issued"
1836 MCALLISTER ST,Non-Compliant
1721 CHESTNUT ST,"Work Complete, CFC Issued"
3140 OCTAVIA ST,"Work Complete, CFC Issued"
5826 GEARY BL,"Work Complete, CFC Issued"
1675 EDDY ST,"Work Complete, CFC Issued"
1 WATCHMAN WY,"Permit Submitted, CFC Required by 9/15/20"
31 CAMP ST,"Work Complete, CFC Issued"
2250 NORTH POINT ST,"Work Complete, CFC Issued"
3783 24TH ST,"Work Complete, CFC Issued"
342 24TH AV,"Work Complete, CFC Issued"
839 BRODERICK ST,Non-Compliant
2258 BRYANT ST,"Work Complete, CFC Issued"
24 JASPER PL,"Work Complete, CFC Issued"
3255 BRODERICK ST,"Work Complete, CFC Issued"
105 RICHLAND AV,"Permit Submitted, CFC Required by 9/15/20"
2719 44TH AV,"Work Complete, CFC Issued"
100 LAKE ST,"Work Complete, CFC Issued"
1499 CALIFORNIA ST,"Work Complete, CFC Issued"
1152 JACKSON ST,Non-Compliant
1530 IRVING ST,"Work Complete, CFC Issued"
2171 SACRAMENTO ST,Non-Compliant
3310 16TH ST,"Work Complete, CFC Issued"
1545 KIRKHAM ST,"Work Complete, CFC Issued"
2200 LARKIN ST,Non-Compliant
571 BURNETT AV,"Work Complete, CFC Issued"
550 BROADWAY,"Permit Submitted, CFC Required by 9/15/20"
101 28TH ST,"Work Complete, CFC Issued"
2221 JUDAH ST,"Work Complete, CFC Issued"
864 ASHBURY ST,"Work Complete, CFC Issued"
735 15TH AV,"Work Complete, CFC Issued"
400 PAGE ST,"Work Complete, CFC Issued"
519 GREENWICH ST,"Work Complete, CFC Issued"
1384 GREEN ST,"Work Complete, CFC Issued"
1645 FILBERT ST,"Work Complete, CFC Issued"
1900 EDDY ST,"Permit Submitted, CFC Required by 9/15/20"
7001 CALIFORNIA ST,"Work Complete, CFC Issued"
205 02ND AV,"Work Complete, CFC Issued"
3852 CALIFORNIA ST,"Work Complete, CFC Issued"
1125 BROADWAY,"Work Complete, CFC Issued"
824 GREENWICH ST,"Permit Submitted, CFC Required by 9/15/20"
75 CASA WY,"Permit Submitted, CFC Required by 9/15/20"
395 25TH AV,"Permit Submitted, CFC Required by 9/15/20"
80 CRESTLINE DR,"Work Complete, CFC Issued"
2080 GOUGH ST,"Work Complete, CFC Issued"
1501 LARKIN ST,"Work Complete, CFC Issued"
111 PAGE ST,"Work Complete, CFC Issued"
1145 HAYES ST,"Work Complete, CFC Issued"
2230 MISSION ST,"Permit Submitted, CFC Required by 9/15/20"
1391 NATOMA ST,"Work Complete, No CFC Issued yet"
2315 DIVISADERO ST,"Work Complete, CFC Issued"
1250 TAYLOR ST,"Work Complete, CFC Issued"
445 ASHBURY ST,Non-Compliant
1961 JEFFERSON ST,Non-Compliant
307 PAGE ST,"Work Complete, CFC Issued"
135 ALBION ST,"Work Complete, CFC Issued"
2735 CLAY ST,"Work Complete, CFC Issued"
1385 CLAY ST,"Work Complete, CFC Issued"
2303 GREENWICH ST,"Permit Submitted, CFC Required by 9/15/20"
3475 26TH ST,Non-Compliant
2774 BRYANT ST,Non-Compliant
435 EUCLID AV,"Work Complete, CFC Issued"
1297 18TH ST,"Permit Submitted, CFC Required by 9/15/20"
1400 FILBERT ST,"Work Complete, CFC Issued"
1801 HYDE ST,"Work Complete, CFC Issued"
295 GUERRERO ST,"Work Complete, CFC Issued"
1545 SACRAMENTO ST,"Work Complete, CFC Issued"
156 TERRA VISTA AV,"Work Complete, CFC Issued"
780 GUERRERO ST,"Work Complete, CFC Issued"
3300 MISSION ST,"Work Complete, CFC Issued"
2785 GREEN ST,"Work Complete, CFC Issued"
33 SAN CARLOS ST,"Permit Submitted, CFC Required by 9/15/20"
70 PARKRIDGE DR,"Work Complete, CFC Issued"
675 VALENCIA ST,"Permit Submitted, CFC Required by 9/15/20"
150 GRAYSTONE TR,"Work Complete, CFC Issued"
20 CUMBERLAND ST,"Work Complete, CFC Issued"
1401 30TH AV,"Permit Submitted, CFC Required by 9/15/20"
2973 FOLSOM ST,"Work Complete, CFC Issued"
1801 ELLIS ST,"Work Complete, CFC Issued"
1462 HAIGHT ST,"Work Complete, CFC Issued"
644 LYON ST,"Work Complete, CFC Issued"
646 CORBETT AV,Non-Compliant
2900 PACIFIC AV,Non-Compliant
1801 08TH AV,"Work Complete, CFC Issued"
416 DUNCAN ST,"Work Complete, CFC Issued"
160 ADDISON ST,"Work Complete, CFC Issued"
1501 LOMBARD ST,"Work Complete, CFC Issued"
1363 GRANT AV,"Work Complete, CFC Issued"
65 CERVANTES BL,"Work Complete, CFC Issued"
1400 HYDE ST,"Permit Submitted, CFC Required by 9/15/20"
261 27TH AV,"Work Complete, CFC Issued"
37 STATES ST,"Work Complete, CFC Issued"
312 BAKER ST,"Permit Submitted, CFC Required by 9/15/20"
300 HAMILTON ST,Non-Compliant
98 CERVANTES BL,"Work Complete, CFC Issued"
1628 BUSH ST,"Permit Submitted, CFC Required by 9/15/20"
1029 HYDE ST,"Permit Submitted, CFC Required by 9/15/20"
417 FULTON ST,"Work Complete, CFC Issued"
1411 FLORIDA ST,"Work Complete, CFC Issued"
634 CLAYTON ST,"Work Complete, CFC Issued"
55 PARK ST,"Work Complete, CFC Issued"
940 JACKSON ST,"Work Complete, CFC Issued"
4550 CALIFORNIA ST,"Work Complete, CFC Issued"
225 DUBOCE AV,Non-Compliant
1220 HAYES ST,Non-Compliant
2135 MISSION ST,"Work Complete, CFC Issued"
25 SHARON ST,"Work Complete, CFC Issued"
860 LOMBARD ST,"Work Complete, CFC Issued"
1167 HAYES ST,Non-Compliant
1706 GROVE ST,"Work Complete, CFC Issued"
2550 FULTON ST,Non-Compliant
2250 GREENWICH ST,"Work Complete, CFC Issued"
3127 OCTAVIA ST,Non-Compliant
1508 MCALLISTER ST,"Work Complete, CFC Issued"
653 ARGUELLO BL,Non-Compliant
4935 ANZA ST,"Work Complete, CFC Issued"
566 NATOMA ST,Non-Compliant
3350 OCTAVIA ST,"Work Complete, CFC Issued"
695 03RD AV,"Work Complete, CFC Issued"
209 SANCHEZ ST,Non-Compliant
454 09TH AV,"Work Complete, CFC Issued"
520 SCOTT ST,"Work Complete, CFC Issued"
1543 MCALLISTER ST,"Work Complete, CFC Issued"
61 CRESTLINE DR,"Work Complete, CFC Issued"
178 12TH AV,"Work Complete, CFC Issued"
2411 23RD AV,"Work Complete, CFC Issued"
100 DOLORES ST,"Work Complete, CFC Issued"
2447 VALLEJO ST,"Work Complete, CFC Issued"
479 03RD ST,"Work Complete, CFC Issued"
5000 FULTON ST,"Work Complete, CFC Issued"
2 PARKER AV,Non-Compliant
1098 JACKSON ST,"Work Complete, CFC Issued"
3062 POLK ST,"Permit Submitted, CFC Required by 9/15/20"
3333 24TH ST,"Work Complete, CFC Issued"
2950 CLAY ST,"Work Complete, CFC Issued"
1038 CLAYTON ST,Non-Compliant
1451 SACRAMENTO ST,Non-Compliant
211 CORNWALL ST,"Work Complete, CFC Issued"
1312 KEARNY ST,"Work Complete, CFC Issued"
3179 23RD ST,"Work Complete, CFC Issued"
410 23RD AV,"Permit Submitted, CFC Required by 9/15/20"
260 CARL ST,"Work Complete, CFC Issued"
729 14TH ST,"Work Complete, CFC Issued"
3440 PIERCE ST,"Work Complete, No CFC Issued yet"
2223 LEAVENWORTH ST,Non-Compliant
880 26TH AV,Non-Compliant
1725 PINE ST,"Work Complete, CFC Issued"
2195 GREEN ST,Non-Compliant
1659 WASHINGTON ST,Non-Compliant
2101 ELLIS ST,"Work Complete, CFC Issued"
101 CARMEL ST,"Work Complete, CFC Issued"
85 WOODWARD ST,Non-Compliant
4101 LINCOLN WY,"Work Complete, CFC Issued"
2108 FOLSOM ST,"Work Complete, CFC Issued"
401 30TH ST,"Work Complete, CFC Issued"
65 SCOTT ST,Non-Compliant
1304 18TH ST,"Work Complete, CFC Issued"
1920 PINE ST,"Work Complete, CFC Issued"
285 SAN JOSE AV,Non-Compliant
1030 GOLDEN GATE AV,"Work Complete, CFC Issued"
1435 WASHINGTON ST,"Work Complete, CFC Issued"
1000 UNION ST,"Work Complete, CFC Issued"
201 27TH ST,"Work Complete, CFC Issued"
310 PARNASSUS AV,"Work Complete, CFC Issued"
270 12TH AV,"Work Complete, CFC Issued"
118 STEINER ST,Non-Compliant
940 HAYES ST,"Work Complete, CFC Issued"
3410 22ND ST,"Permit Submitted, CFC Required by 9/15/20"
2000 GROVE ST,Non-Compliant
3045 FRANKLIN ST,"Work Complete, CFC Issued"
1267 PAGE ST,"Work Complete, CFC Issued"
1871 PAGE ST,Non-Compliant
1234 10TH AV,"Work Complete, CFC Issued"
2840 JUDAH ST,Non-Compliant
1664 WASHINGTON ST,"Work Complete, CFC Issued"
699 ARGUELLO BL,"Work Complete, CFC Issued"
1575 WASHINGTON ST,Non-Compliant
1901 TURK ST,"Work Complete, CFC Issued"
2495 SUTTER ST,Non-Compliant
2139 PIERCE ST,Non-Compliant
430 WARREN DR,"Work Complete, CFC Issued"
2158 PINE ST,Non-Compliant
172 LINDA ST,Non-Compliant
1519 OAK ST,"Work Complete, CFC Issued"
323 PRESIDIO AV,"Work Complete, CFC Issued"
190 21ST AV,Non-Compliant
673 OAK ST,"Work Complete, CFC Issued"
3129 22ND ST,"Work Complete, CFC Issued"
769 HAIGHT ST,"Work Complete, CFC Issued"
146 PORTOLA DR,"Work Complete, CFC Issued"
313 02ND AVE,"Work Complete, CFC Issued"
3212 26TH ST,Non-Compliant
174 22ND AV,"Work Complete, CFC Issued"
134 DUBOCE AV,"Work Complete, CFC Issued"
1331 23RD AV,"Work Complete, CFC Issued"
2943 BAKER ST,"Permit Submitted, CFC Required by 9/15/20"
2665 FRANKLIN ST,"Work Complete, CFC Issued"
1856 FRANKLIN ST,"Work Complete, CFC Issued"
750 PRESIDIO AV,"Work Complete, CFC Issued"
297 CORBETT AV,Non-Compliant
1145 UNION ST,"Permit Submitted, CFC Required by 9/15/20"
895 24TH AV,"Work Complete, CFC Issued"
1454 UNION ST,"Work Complete, CFC Issued"
628 CAPP ST,Non-Compliant
677 48TH AV,"Work Complete, CFC Issued"
2144 GROVE ST,"Work Complete, CFC Issued"
396 CAPP ST,"Work Complete, CFC Issued"
966 DOLORES ST,Non-Compliant
384 VALLEJO ST,Non-Compliant
2856 23RD ST,"Work Complete, CFC Issued"
350 LAGUNA HONDA BL,Non-Compliant
1401 10TH AV,"Work Complete, CFC Issued"
1248 18TH AV,"Work Complete, CFC Issued"
303 ARGUELLO BL,"Work Complete, CFC Issued"
1754 MISSION ST,"Permit Submitted, CFC Required by 9/15/20"
1616 TAYLOR ST,"Work Complete, CFC Issued"
1610 GOLDEN GATE AV,Non-Compliant
531 GUERRERO ST,"Work Complete, CFC Issued"
3015 CLEMENT ST,"Work Complete, CFC Issued"
789 BUENA VISTA WEST AV,"Work Complete, CFC Issued"
2818 ANZA ST,"Work Complete, CFC Issued"
307 BARTLETT ST,"Permit Submitted, CFC Required by 9/15/20"
800 CHURCH ST,"Work Complete, CFC Issued"
649 BAY ST,"Work Complete, CFC Issued"
875 DOLORES ST,"Work Complete, CFC Issued"
858 14TH ST,"Work Complete, CFC Issued"
158 BAKER ST,"Work Complete, CFC Issued"
1324 BROADWAY,"Work Complete, CFC Issued"
815 BURNETT AV,"Work Complete, CFC Issued"
1534 TAYLOR ST,Non-Compliant
5 RED ROCK WY,Non-Compliant
1449 HYDE ST,"Work Complete, CFC Issued"
2841 SACRAMENTO ST,"Work Complete, CFC Issued"
2195 BEACH ST,"Permit Submitted, CFC Required by 9/15/20"
5094A DIAMOND HEIGHTS BL,"Work Complete, CFC Issued"
7333 GEARY BL,Non-Compliant
970 CHESTNUT ST,Non-Compliant
228 CLAYTON ST,"Work Complete, CFC Issued"
1427 SOUTH VAN NESS AV,"Work Complete, CFC Issued"
30 WHITFIELD CT,"Work Complete, CFC Issued"
1865 CLAY ST,"Work Complete, CFC Issued"
1220 PINE ST,Non-Compliant
1529 TAYLOR ST,"Work Complete, CFC Issued"
1424 VALENCIA ST,Non-Compliant
2514 POLK ST,"Work Complete, CFC Issued"
140 GARDENSIDE DR,"Work Complete, CFC Issued"
358 FREDERICK ST,"Work Complete, CFC Issued"
183 EUREKA ST,"Work Complete, CFC Issued"
2128 VAN NESS AV,"Permit Submitted, CFC Required by 9/15/20"
2240 LOMBARD ST,"Work Complete, CFC Issued"
237 BRODERICK ST,Non-Compliant
465 CHURCH ST,"Work Complete, CFC Issued"
2455 LAKE ST,Non-Compliant
315 DUNCAN ST,"Work Complete, CFC Issued"
1845 LEAVENWORTH ST,"Work Complete, CFC Issued"
1525 GRANT AV,"Permit Submitted, CFC Required by 9/15/20"
1845 PACIFIC AV,"Work Complete, CFC Issued"
414 WARREN DR,"Work Complete, CFC Issued"
1645 CLAY ST,Non-Compliant
840 GREENWICH ST,"Work Complete, CFC Issued"
4434 FULTON ST,"Work Complete, CFC Issued"
1551 MISSION ST,"Permit Submitted, CFC Required by 9/15/20"
3048 CALIFORNIA ST,Non-Compliant
3605 20TH ST,"Work Complete, CFC Issued"
259 CENTRAL AV,"Work Complete, CFC Issued"
121 DUBOCE AV,"Work Complete, CFC Issued"
1450 CLAY ST,"Work Complete, CFC Issued"
600 PAGE ST,Non-Compliant
4288 24TH ST,"Permit Submitted, CFC Required by 9/15/20"
1059 LEAVENWORTH ST,Non-Compliant
3937 IRVING ST,"Permit Submitted, CFC Required by 9/15/20"
305 02ND AV,"Work Complete, CFC Issued"
63 LAPIDGE ST,"Work Complete, CFC Issued"
2145 FRANKLIN ST,"Work Complete, CFC Issued"
4221 20TH ST,"Work Complete, CFC Issued"
225 DOWNEY ST,"Work Complete, No CFC Issued yet"
755 MASON ST,"Work Complete, CFC Issued"
2370 FILBERT ST,"Work Complete, CFC Issued"
4204 MISSION ST,"Permit Submitted, CFC Required by 9/15/20"
3858 24TH ST,"Permit Submitted, CFC Required by 9/15/20"
1040 HOWARD ST,Non-Compliant
131 CENTRAL AVE,"Work Complete, CFC Issued"
2210 TURK BL,Non-Compliant
3320 OCTAVIA ST,"Work Complete, CFC Issued"
759 06TH AV,Non-Compliant
1340 TAYLOR ST,"Work Complete, CFC Issued"
530 LAKE ST,"Work Complete, CFC Issued"
431 44TH AV,"Work Complete, CFC Issued"
110 06TH AV,Non-Compliant
1600 FELL ST,Non-Compliant
40 GAVEN ST,"Work Complete, CFC Issued"
1868 VALLEJO ST,"Work Complete, CFC Issued"
459 GREENWICH ST,"Work Complete, CFC Issued"
225 11TH AV,Non-Compliant
1430 LARKIN ST,"Permit Submitted, CFC Required by 9/15/20"
2855 POLK ST,"Work Complete, CFC Issued"
55 BOARDMAN PL,Non-Compliant
1251 10TH AV,"Work Complete, CFC Issued"
2285 JACKSON ST,"Permit Submitted, CFC Required by 9/15/20"
1352 10TH AV,"Work Complete, CFC Issued"
1495 GOLDEN GATE AV,"Work Complete, CFC Issued"
2250 VAN NESS AV,"Work Complete, CFC Issued"
45 BROSNAN ST,"Work Complete, CFC Issued"
2327 VAN NESS AV,Non-Compliant
1158 PAGE ST,"Work Complete, CFC Issued"
2800 STEINER ST,"Work Complete, CFC Issued"
1450 LA PLAYA,"Work Complete, CFC Issued"
105 LAKE ST,"Work Complete, CFC Issued"
201 DUNCAN ST,"Work Complete, CFC Issued"
438 GUERRERO ST (FRONT BUILDING),"Work Complete, CFC Issued"
1310 CLAYTON ST,"Work Complete, CFC Issued"
449 09TH ST,"Permit Submitted, CFC Required by 9/15/20"
2390 FULTON ST,Non-Compliant
3145 FILLMORE ST,"Work Complete, CFC Issued"
679 GREEN ST,"Work Complete, CFC Issued"
1821 GRANT AV,"Work Complete, CFC Issued"
2213 MARKET ST,"Permit Submitted, CFC Required by 9/15/20"
201 OCTAVIA ST,Non-Compliant
3051 CALIFORNIA ST,"Work Complete, CFC Issued"
1561 CLAY ST,"Work Complete, CFC Issued"
471 FULTON ST,"Permit Submitted, CFC Required by 9/15/20"
1555 05TH AV,Non-Compliant
2405 15TH AV,"Permit Submitted, CFC Required by 9/15/20"
1133 DOLORES ST,"Work Complete, CFC Issued"
2527 SAN BRUNO AV,"Permit Submitted, CFC Required by 9/15/20"
1763 GOLDEN GATE AV,"Work Complete, CFC Issued"
294 CARL ST,"Work Complete, CFC Issued"
1551 HYDE ST,Non-Compliant
349 FILLMORE ST,"Work Complete, CFC Issued"
18 GARDENSIDE DR,"Work Complete, CFC Issued"
1700 ANZA ST,"Work Complete, CFC Issued"
695 GRAND VIEW AV,"Work Complete, CFC Issued"
1849 LARKIN ST,"Work Complete, CFC Issued"
442 ELIZABETH ST,"Work Complete, No CFC Issued yet"
3465 25TH ST,Non-Compliant
1100 JACKSON ST,"Work Complete, CFC Issued"
1045 CABRILLO ST,"Work Complete, CFC Issued"
187 HARTFORD ST,"Work Complete, CFC Issued"
1952 MASON ST,"Permit Submitted, CFC Required by 9/15/20"
1545 HAMPSHIRE ST,Non-Compliant
2211 CALIFORNIA ST,"Work Complete, CFC Issued"
2001 BROADWAY,"Work Complete, CFC Issued"
1265 WASHINGTON ST,"Work Complete, CFC Issued"
1961 15TH ST,"Work Complete, CFC Issued"
3951 18TH ST,"Work Complete, CFC Issued"
302 28TH AV,"Work Complete, CFC Issued"
162 06TH ST,"Permit Submitted, CFC Required by 9/15/20"
3016 JACKSON ST,"Work Complete, CFC Issued"
2261 MISSION ST,"Work Complete, CFC Issued"
540 CAPP ST,"Work Complete, CFC Issued"
290 17TH AV,"Work Complete, CFC Issued"
190 27TH AV,"Work Complete, CFC Issued"
588 28TH AV,"Work Complete, CFC Issued"
123 CARL ST,"Work Complete, CFC Issued"
3035 BAKER ST,Non-Compliant
115 DOLORES ST,"Work Complete, CFC Issued"
2050 POWELL ST,"Permit Submitted, CFC Required by 9/15/20"
